"study_id","participant_id","trial","rating","scenario","trial_type","negation_position","adverb_type","ideophone_form","continuation_type","condition","word_order","included","exclusion_reason"
"exp1","exp1_008","2 C_CT_Neg_Bad_12",1,"2","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_008","2 C_CT_Neg_Bad",1,"2","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_008","3 C_CT_Aff_Bad_10",1,"3","catch","second_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_008","4 C_CT_Neg_Bad",1,"4","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_009","1 C_CT_Aff_Good",5,"1","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_009","1 C_CT_Aff_Good_2",5,"1","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_009","1 C_F_Aff_DirObj",5,"1","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_009","1 C_Neg_Red_Red",5,"1","experimental","first_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_009","2 C_Aff_Manner_Loc",5,"2","experimental","second_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_009","2 C_F_Neg_DirObj",5,"2","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_009","2 C_F_Neg_InDirObj",5,"2","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_009","3 C_F_Aff_DirObj",5,"3","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_009","3 C_F_Aff_InDirOb",5,"3","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_009","4 C_Aff_Red_Loc",5,"4","experimental","second_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_009","4 C_CT_Neg_Good",5,"4","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_009","4_C_F_Neg_DirObj",5,"4","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_009","5 C_Aff_Time_Time",5,"5","experimental","second_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_009","6 C_Neg_Manner_Manne",5,"6","experimental","first_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_009","1 C_Neg_Red_Loc",4,"1","experimental","first_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_009","3 C_Neg_Time_Loc",4,"3","experimental","first_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_009","3 C_Neg_Time_Time",4,"3","experimental","first_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_009","5 C_Aff_Time_Loc",4,"5","experimental","second_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_009","3 C_CT_Aff_Good",3,"3","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_009","1 C_F_Aff_InDirObj",2,"1","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_009","2 C_Aff_Manner_Manne",2,"2","experimental","second_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_009","4 C_Aff_Red_Red",2,"4","experimental","second_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_009","4_C_F_Neg_InDirObj",2,"4","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_009","6 C_Neg_Manner_Loc",2,"6","experimental","first_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_009","2 C_CT_Neg_Bad",1,"2","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_009","2 C_CT_Neg_Bad_1",1,"2","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_009","3 C_CT_Aff_Bad",1,"3","catch","second_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_009","4 C_CT_Neg_Bad",1,"4","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_010","1 C_CT_Aff_Good_22",5,"1","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_010","1 C_F_Aff_DirObj_29",5,"1","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_010","1 C_Neg_Time_Time",5,"1","experimental","first_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_010","1 C_CT_Aff_Good",5,"1","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_010","2 C_Aff_Red_Red",5,"2","experimental","second_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_010","2 C_F_Neg_DirObj_36",5,"2","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_010","3 C_CT_Neg_Good_34",5,"3","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_010","3 C_F_Neg_DirObj_24",5,"3","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_010","4 C_F_Aff_DirObj_28",5,"4","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_010","4 C_Neg_Manner_Manne",5,"4","experimental","first_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_010","4 C_CT_Aff_Good_31",5,"4","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_010","5 C_Neg_Red_Red",5,"5","experimental","first_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_010","6 C_Aff_Manner_Loc",5,"6","experimental","second_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_010","1 C_F_Aff_InDirObj_30",4,"1","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_010","2 C_Aff_Red_Loc",4,"2","experimental","second_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_010","3 C_Aff_Time_Time",4,"3","experimental","second_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_010","3 C_F_Neg_InDirObj_23",4,"3","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_010","4 C_F_Aff_InDirObj_27",4,"4","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_010","2 C_F_Neg_InDirObj_35",3,"2","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_010","3 C_Aff_Time_Loc",3,"3","experimental","second_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_010","4 C_Neg_Manner_Loc",3,"4","experimental","first_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_010","5 C_Neg_Red_Loc",3,"5","experimental","first_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_010","6 C_Aff_Manner_Manne",2,"6","experimental","second_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_010","1 C_Neg_Time_Loc",1,"1","experimental","first_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_010","2 C_CT_Neg_Bad_26",1,"2","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_010","2 C_CT_Neg_Bad_25",1,"2","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_010","3 C_CT_Neg_Bad_33",1,"3","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_010","4 C_CT_Aff_Bad_32",1,"4","catch","second_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_011","1 C_CT_Aff_Good_22",5,"1","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_011","1 C_CT_Aff_Good",5,"1","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_011","2 C_Aff_Red_Loc",5,"2","experimental","second_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_011","2 C_F_Neg_DirObj_36",5,"2","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_011","3 C_CT_Neg_Good_34",5,"3","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_011","4 C_Neg_Manner_Manne",5,"4","experimental","first_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_011","4 C_CT_Aff_Good_31",5,"4","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_011","5 C_Neg_Red_Red",5,"5","experimental","first_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_011","1 C_F_Aff_DirObj_29",4,"1","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_011","1 C_F_Aff_InDirObj_30",4,"1","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_011","4 C_F_Aff_DirObj_28",4,"4","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_011","4 C_F_Aff_InDirObj_27",4,"4","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_011","6 C_Aff_Manner_Manne",4,"6","experimental","second_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_011","1 C_Neg_Time_Time",3,"1","experimental","first_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_011","2 C_F_Neg_InDirObj_35",3,"2","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_011","3 C_Aff_Time_Time",3,"3","experimental","second_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_011","1 C_Neg_Time_Loc",2,"1","experimental","first_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_011","2 C_Aff_Red_Red",2,"2","experimental","second_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_011","3 C_Aff_Time_Loc",2,"3","experimental","second_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_011","3 C_F_Neg_DirObj_24",2,"3","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_011","6 C_Aff_Manner_Loc",2,"6","experimental","second_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_011","2 C_CT_Neg_Bad_26",1,"2","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_011","2 C_CT_Neg_Bad_25",1,"2","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_011","3 C_CT_Neg_Bad_33",1,"3","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_011","3 C_F_Neg_InDirObj_23",1,"3","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_011","4 C_CT_Aff_Bad_32",1,"4","catch","second_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_011","4 C_Neg_Manner_Loc",1,"4","experimental","first_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_011","5 C_Neg_Red_Loc",1,"5","experimental","first_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_012","1 C_Aff_Red_Loc_49",5,"1","experimental","second_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_012","1 C_CT_Aff_Good_46",5,"1","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_012","1 C_F_Aff_InDirObj_42",5,"1","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_012","1 C_CT_Aff_Good_45",5,"1","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_012","1 C_F_Aff_DirObj",5,"1","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_012","3 C_F_Neg_DirObj_41",5,"3","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_012","3 C_F_Neg_InDirObj_40",5,"3","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_012","3 C_CT_Neg_Good",5,"3","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_012","4 C_Aff_Time_Time",5,"4","experimental","second_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_012","4 C_CT_Neg_Good_39",5,"4","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_012","4 C_F_Neg_DirObj_51",5,"4","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_012","5 C_Neg_Manner_Manne",5,"5","experimental","first_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_012","2 C_F_Aff_DirObj_44",4,"2","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_012","2 C_F_Aff_InDirObj_43",4,"2","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_012","2 C_Neg_Time_Time",4,"2","experimental","first_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_012","3 C_Aff_Red_Red",4,"3","experimental","second_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_012","4 C_F_Neg_InDirObj",4,"4","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_012","5 C_Neg_Manner_Loc",4,"5","experimental","first_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_012","1 C_Aff_Red_Red_50",3,"1","experimental","second_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_012","2 C_Neg_Time_Loc",3,"2","experimental","first_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_012","3 C_Aff_Red_Loc",3,"3","experimental","second_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_012","6 C_Neg_Red_Loc",3,"6","experimental","first_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_012","6 C_Neg_Red_Red",3,"6","experimental","first_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_012","4 C_Aff_Time_Loc",2,"4","experimental","second_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_012","2 C_CT_Aff_Bad_48",1,"2","catch","second_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_012","2 C_CT_Aff_Bad_47",1,"2","catch","second_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_012","3 C_CT_Neg_Bad_37",1,"3","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_012","4 C_CT_Neg_Bad_38",1,"4","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_013","1 C_Aff_Time_Time",5,"1","experimental","second_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_013","1 C_CT_Aff_Good_5",5,"1","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_013","1 C_CT_Aff_Good_6",5,"1","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_013","1 C_F_Aff_DirObj_11",5,"1","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_013","1 C_F_Aff_InDirObj",5,"1","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_013","2 C_Neg_Manner_Loc",5,"2","experimental","first_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_013","2 C_Neg_Manner_Manne",5,"2","experimental","first_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_013","3 C_Neg_Red_Loc",5,"3","experimental","first_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_013","3 C_CT_Aff_Good",5,"3","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_013","4 C_Aff_Manner_Loc",5,"4","experimental","second_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_013","4 C_Aff_Manner_Manne",5,"4","experimental","second_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_013","4 C_CT_Neg_Good_9",5,"4","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_013","4 C_F_Neg_DirObj",5,"4","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_013","4 C_F_Neg_InDirObj",5,"4","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_013","6 C_Aff_Red_Loc",5,"6","experimental","second_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_013","6 C_Aff_Red_Red",5,"6","experimental","second_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_013","2 C_F_Neg_DirObj_8",4,"2","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_013","2 C_F_Neg_InDirObj_7",4,"2","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_013","3 C_F_Aff_InDirObj",4,"3","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_013","3 C_Neg_Red_Red",4,"3","experimental","first_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_013","3 C_F_Aff_DirObj",4,"3","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_013","5 C_Neg_Time_Loc",4,"5","experimental","first_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_013","5 C_Neg_Time_Time",4,"5","experimental","first_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_013","1 C_Aff_Time_Loc",2,"1","experimental","second_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_013","3 C_CT_Aff_Bad_10",2,"3","catch","second_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_013","2 C_CT_Neg_Bad_12",1,"2","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_013","2 C_CT_Neg_Bad",1,"2","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_013","4 C_CT_Neg_Bad",1,"4","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_014","1 C_Aff_Time_Loc",5,"1","experimental","second_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_014","1 C_Aff_Time_Time",5,"1","experimental","second_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_014","1 C_CT_Aff_Good_5",5,"1","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_014","1 C_CT_Aff_Good_6",5,"1","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_014","1 C_F_Aff_DirObj_11",5,"1","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_014","1 C_F_Aff_InDirObj",5,"1","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_014","2 C_F_Neg_DirObj_8",5,"2","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_014","3 C_Neg_Red_Loc",5,"3","experimental","first_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_014","3 C_CT_Aff_Good",5,"3","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_014","4 C_Aff_Manner_Manne",5,"4","experimental","second_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_014","4 C_CT_Neg_Good_9",5,"4","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_014","5 C_Neg_Time_Loc",5,"5","experimental","first_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_014","5 C_Neg_Time_Time",5,"5","experimental","first_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_014","2 C_CT_Neg_Bad_12",1,"2","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_014","2 C_F_Neg_InDirObj_7",1,"2","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_014","2 C_Neg_Manner_Loc",1,"2","experimental","first_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_014","2 C_Neg_Manner_Manne",1,"2","experimental","first_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_014","2 C_CT_Neg_Bad",1,"2","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_014","3 C_CT_Aff_Bad_10",1,"3","catch","second_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_014","3 C_F_Aff_InDirObj",1,"3","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_014","3 C_Neg_Red_Red",1,"3","experimental","first_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_014","3 C_F_Aff_DirObj",1,"3","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_014","4 C_Aff_Manner_Loc",1,"4","experimental","second_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_014","4 C_F_Neg_DirObj",1,"4","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_014","4 C_CT_Neg_Bad",1,"4","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_014","4 C_F_Neg_InDirObj",1,"4","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_014","6 C_Aff_Red_Loc",1,"6","experimental","second_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_014","6 C_Aff_Red_Red",1,"6","experimental","second_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_015","1 C_CT_Aff_Good",5,"1","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_015","1 C_CT_Aff_Good_2",5,"1","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_015","1 C_F_Aff_DirObj",5,"1","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_015","1 C_F_Aff_InDirObj",5,"1","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_015","1 C_Neg_Red_Loc",5,"1","experimental","first_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_015","1 C_Neg_Red_Red",5,"1","experimental","first_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_015","2 C_Aff_Manner_Loc",5,"2","experimental","second_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_015","2 C_Aff_Manner_Manne",5,"2","experimental","second_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_015","2 C_F_Neg_DirObj",5,"2","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_015","2 C_F_Neg_InDirObj",5,"2","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_015","3 C_CT_Aff_Good",5,"3","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_015","3 C_F_Aff_DirObj",5,"3","filler","second_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_015","3 C_F_Aff_InDirOb",5,"3","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_015","3 C_Neg_Time_Time",5,"3","experimental","first_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_015","4 C_Aff_Red_Loc",5,"4","experimental","second_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_015","4 C_Aff_Red_Red",5,"4","experimental","second_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_015","4 C_CT_Neg_Good",5,"4","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_015","4_C_F_Neg_DirObj",5,"4","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_015","4_C_F_Neg_InDirObj",5,"4","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_015","5 C_Aff_Time_Loc",5,"5","experimental","second_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_015","5 C_Aff_Time_Time",5,"5","experimental","second_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_015","6 C_Neg_Manner_Loc",5,"6","experimental","first_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_015","6 C_Neg_Manner_Manne",5,"6","experimental","first_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_015","2 C_CT_Neg_Bad",1,"2","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_015","2 C_CT_Neg_Bad_1",1,"2","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_015","3 C_CT_Aff_Bad",1,"3","catch","second_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_015","3 C_Neg_Time_Loc",1,"3","experimental","first_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_015","4 C_CT_Neg_Bad",1,"4","catch","first_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_016","1 C_CT_Neg_Good",5,"1","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_016","1 C_CT_Neg_Good_3",5,"1","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_016","1 C_F_Neg_DirObj",5,"1","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_016","1 C_F_Neg_InDirObj",5,"1","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_016","1 C_Neg_Manner_Manne",5,"1","experimental","first_clause","manner",,"match","match","canonical",TRUE,""
"exp1","exp1_016","2 C_F_Aff_InDirObj",5,"2","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_016","3 C_Aff_Manner_Loc",5,"3","experimental","second_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_016","3 C_CT_Neg_Good",5,"3","catch","first_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_016","4 C_CT_Aff_Good",5,"4","catch","second_clause",,,,"felicitous","canonical",TRUE,""
"exp1","exp1_016","4 C_F_Aff_InDirObj",5,"4","filler","second_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_016","4 C_Neg_Time_Time",5,"4","experimental","first_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_016","5 C_Aff_Red_Red",5,"5","experimental","second_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_016","6 C_Aff_Time_Loc",5,"6","experimental","second_clause","temporal",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_016","2 C_Neg_Red_Loc",4,"2","experimental","first_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_016","3 C_F_Neg_InDirObj",4,"3","filler","first_clause",,,,"indirect_object","canonical",TRUE,""
"exp1","exp1_016","5 C_Aff_Red_Loc",4,"5","experimental","second_clause","ideophone","reduplication","mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_016","2 C_Neg_Red_Red",3,"2","experimental","first_clause","ideophone","reduplication","match","match","canonical",TRUE,""
"exp1","exp1_016","6 C_Aff_Time_Time",3,"6","experimental","second_clause","temporal",,"match","match","canonical",TRUE,""
"exp1","exp1_016","3 C_F_Neg_DirObj",2,"3","filler","first_clause",,,,"direct_object","canonical",TRUE,""
"exp1","exp1_016","1 C_Neg_Manner_Loc",1,"1","experimental","first_clause","manner",,"mismatch","mismatch","canonical",TRUE,""
"exp1","exp1_016","2 CT_Aff_Bad",1,"2","catch","second_clause",,,,"infelicitous","canonical",TRUE,""
"exp1","exp1_016","2 CT_Aff_Bad_4",1,"2","catch","second_clause",,,,"infelicitous","canonical",TRUE,""
